Country_Name,Market_Year,Arabica Production,Bean Exports,Bean Imports,Beginning Stocks,Domestic Consumption,Ending Stocks,Exports,Imports,Other Production,Production,Roast & Ground Exports,Roast & Ground Imports,Robusta Production,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Soluble Exports,Soluble Imports,Total Distribution,Total Supply
Algeria,2003,0,0,1800,0,1805,0,0,1805,0,0,0,0,0,1800,5,0,5,1805,1805
Algeria,2004,0,0,1960,0,1970,0,0,1970,0,0,0,0,0,1960,10,0,10,1970,1970
Algeria,2005,0,0,1920,0,1930,0,0,1930,0,0,0,0,0,1920,10,0,10,1930,1930
Algeria,2006,0,0,2075,0,2085,0,0,2085,0,0,0,0,0,2075,10,0,10,2085,2085
Algeria,2007,0,0,1825,0,1840,0,0,1840,0,0,0,0,0,1825,15,0,15,1840,1840
Algeria,2008,0,0,2025,0,2050,0,0,2050,0,0,0,0,0,2025,25,0,25,2050,2050
Algeria,2009,0,0,2045,0,2070,0,0,2070,0,0,0,0,0,2045,25,0,25,2070,2070
Algeria,2010,0,0,2060,0,2080,0,0,2080,0,0,0,0,0,2060,20,0,20,2080,2080
Algeria,2011,0,0,1770,0,1815,0,0,1815,0,0,0,0,0,1770,45,0,45,1815,1815
Algeria,2012,0,0,2240,0,2270,0,0,2270,0,0,0,0,0,2240,30,0,30,2270,2270
Algeria,2013,0,0,1915,0,1945,0,0,1945,0,0,0,0,0,1915,30,0,30,1945,1945
Algeria,2014,0,0,2265,0,2300,0,0,2300,0,0,0,0,0,2275,25,0,35,2300,2300
Algeria,2015,0,0,2165,0,2195,0,0,2195,0,0,0,0,0,2165,30,0,30,2195,2195
Algeria,2016,0,0,2275,0,2320,0,0,2320,0,0,0,0,0,2275,45,0,45,2320,2320
Algeria,2017,0,0,2165,0,2205,0,0,2205,0,0,0,0,0,2165,40,0,40,2205,2205
Algeria,2018,0,0,2270,0,2300,0,0,2300,0,0,0,0,0,2270,30,0,30,2300,2300
Algeria,2019,0,0,2300,0,2340,0,0,2340,0,0,0,0,0,2300,40,0,40,2340,2340
Algeria,2020,0,0,2400,0,2440,0,0,2440,0,0,0,0,0,2400,40,0,40,2440,2440
Angola,1961,50,1582,0,817,60,1675,1582,0,0,2500,0,0,2450,60,0,0,0,3317,3317
Angola,1962,56,1950,0,1675,63,2462,1950,0,0,2800,0,0,2744,63,0,0,0,4475,4475
Angola,1963,50,2614,0,2462,64,2284,2614,0,0,2500,0,0,2450,64,0,0,0,4962,4962
Angola,1964,54,2434,0,2284,67,2474,2434,0,0,2691,0,0,2637,67,0,0,0,4975,4975
Angola,1965,50,2305,0,2474,70,2586,2305,0,0,2487,0,0,2437,70,0,0,0,4961,4961
Angola,1966,61,2696,0,2586,72,2875,2696,0,0,3057,0,0,2996,72,0,0,0,5643,5643
Angola,1967,74,2599,0,2875,75,3892,2599,0,0,3691,0,0,3617,75,0,0,0,6566,6566
Angola,1968,69,3432,0,3892,78,3840,3432,0,0,3458,0,0,3389,78,0,0,0,7350,7350
Angola,1969,70,3199,0,3840,81,4085,3199,0,0,3525,0,0,3455,81,0,0,0,7365,7365
Angola,1970,67,2976,0,4085,85,4392,2976,0,0,3368,0,0,3301,85,0,0,0,7453,7453
Angola,1971,56,3016,0,4392,89,4081,3016,0,0,2794,0,0,2738,89,0,0,0,7186,7186
Angola,1972,78,3019,0,4081,92,4850,3019,0,0,3880,0,0,3802,92,0,0,0,7961,7961
Angola,1973,79,3097,0,4850,97,5719,3097,0,0,4063,0,0,3984,97,0,0,0,8913,8913
Angola,1974,71,4135,0,5719,89,5042,4135,0,0,3547,0,0,3476,89,0,0,0,9266,9266
Angola,1975,69,2961,0,5042,73,5200,2961,0,0,3192,0,0,3123,73,0,0,0,8234,8234
Angola,1976,24,2600,0,5200,60,3640,2600,0,0,1100,0,0,1076,60,0,0,0,6300,6300
Angola,1977,22,1123,0,3640,52,3476,1123,0,0,1011,0,0,989,52,0,0,0,4651,4651
Angola,1978,30,963,0,3476,48,3385,963,0,0,920,0,0,890,48,0,0,0,4396,4396
Angola,1979,25,1245,0,3385,45,2708,1245,0,0,613,0,0,588,45,0,0,0,3998,3998
Angola,1980,20,1012,0,2708,40,1916,1012,0,0,260,0,0,240,40,0,0,0,2968,2968
Angola,1981,30,661,0,1916,41,1800,661,0,0,586,0,0,556,41,0,0,0,2502,2502
Angola,1982,20,850,0,1800,42,1300,850,0,0,392,0,0,372,42,0,0,0,2192,2192
Angola,1983,20,620,0,1300,43,967,620,0,0,330,0,0,310,43,0,0,0,1630,1630
Angola,1984,20,440,0,967,44,743,440,0,0,260,0,0,240,44,0,0,0,1227,1227
Angola,1985,20,340,0,743,45,588,340,0,0,230,0,0,210,45,0,0,0,973,973
Angola,1986,20,362,0,588,46,430,362,0,0,250,0,0,230,46,0,0,0,838,838
Angola,1987,20,277,0,430,293,110,277,0,0,250,0,0,230,293,0,0,0,680,680
Angola,1988,20,205,0,110,45,130,205,0,0,270,0,0,250,45,0,0,0,380,380
Angola,1989,15,129,0,130,43,158,129,0,0,200,0,0,185,43,0,0,0,330,330
Angola,1990,10,97,0,158,45,186,97,0,0,170,0,0,160,45,0,0,0,328,328
Angola,1991,20,80,0,186,45,161,80,0,0,100,0,0,80,45,0,0,0,286,286
Angola,1992,20,74,0,161,51,116,74,0,0,80,0,0,60,51,0,0,0,241,241
Angola,1993,0,68,0,116,59,69,68,0,0,80,0,0,80,59,0,0,0,196,196
Angola,1994,0,28,0,69,27,47,28,0,0,33,0,0,33,27,0,0,0,102,102
Angola,1995,0,12,0,47,74,61,12,0,0,100,0,0,100,74,0,0,0,147,147
Angola,1996,0,48,0,61,52,23,48,0,0,62,0,0,62,52,0,0,0,123,123
Angola,1997,0,51,0,23,38,5,51,0,0,71,0,0,71,38,0,0,0,94,94
Angola,1998,0,54,0,5,10,5,54,0,0,64,0,0,64,10,0,0,0,69,69
Angola,1999,0,55,0,5,25,10,55,0,0,85,0,0,85,25,0,0,0,90,90
Angola,2000,0,40,0,10,20,5,40,0,0,55,0,0,55,20,0,0,0,65,65
Angola,2001,0,20,0,5,20,15,20,0,0,50,0,0,50,20,0,0,0,55,55
Angola,2002,0,11,0,15,20,5,11,0,0,21,0,0,21,20,0,0,0,36,36
Angola,2003,0,12,0,5,20,30,12,0,0,57,0,0,57,20,0,0,0,62,62
Angola,2004,0,13,0,30,15,40,13,0,0,38,0,0,38,15,0,0,0,68,68
Angola,2005,0,5,0,40,20,30,5,0,0,15,0,0,15,20,0,0,0,55,55
Angola,2006,0,5,0,30,25,25,5,0,0,25,0,0,25,25,0,0,0,55,55
Angola,2007,0,5,0,25,25,30,5,0,0,35,0,0,35,25,0,0,0,60,60
Angola,2008,0,4,0,30,31,25,4,0,0,30,0,0,30,31,0,0,0,60,60
Angola,2009,0,4,0,25,31,20,4,0,0,30,0,0,30,31,0,0,0,55,55
Angola,2010,0,8,0,20,31,11,8,0,0,30,0,0,30,31,0,0,0,50,50
Angola,2011,0,5,0,11,26,5,5,0,0,25,0,0,25,26,0,0,0,36,36
Angola,2012,0,8,0,5,30,2,8,0,0,35,0,0,35,30,0,0,0,40,40
Angola,2013,0,8,0,2,22,1,8,0,0,29,0,0,29,22,0,0,0,31,31
Angola,2014,0,5,0,1,27,0,5,0,0,31,0,0,31,27,0,0,0,32,32
Angola,2015,0,6,0,0,24,0,6,0,0,30,0,0,30,24,0,0,0,30,30
Angola,2016,0,12,0,0,13,0,12,0,0,25,0,0,25,13,0,0,0,25,25
Angola,2017,0,6,0,0,14,0,6,0,0,20,0,0,20,14,0,0,0,20,20
Angola,2018,0,6,0,0,13,0,6,0,0,19,0,0,19,13,0,0,0,19,19
Angola,2019,0,7,0,0,13,0,7,0,0,20,0,0,20,13,0,0,0,20,20
Angola,2020,0,7,0,0,13,0,7,0,0,20,0,0,20,13,0,0,0,20,20
Argentina,2003,0,0,490,0,591,0,0,591,0,0,0,1,0,491,100,0,100,591,591
Argentina,2004,0,0,510,0,672,0,0,672,0,0,0,2,0,512,160,0,160,672,672
Argentina,2005,0,0,500,0,666,0,0,666,0,0,0,1,0,501,165,0,165,666,666
Argentina,2006,0,0,490,0,661,0,0,661,0,0,0,1,0,491,170,0,170,661,661
Argentina,2007,0,0,510,0,686,0,0,686,0,0,0,1,0,511,175,0,175,686,686
Argentina,2008,0,0,490,0,700,0,0,700,0,0,0,10,0,500,200,0,200,700,700
Argentina,2009,0,0,480,0,685,0,0,685,0,0,0,5,0,485,200,0,200,685,685
Argentina,2010,0,0,500,0,745,0,0,745,0,0,0,5,0,505,240,0,240,745,745
Argentina,2011,0,0,510,0,810,0,0,810,0,0,0,10,0,520,290,0,290,810,810
Argentina,2012,0,0,500,0,750,0,0,750,0,0,0,10,0,510,240,0,240,750,750
Argentina,2013,0,0,565,0,835,0,0,835,0,0,0,10,0,575,260,0,260,835,835
Argentina,2014,0,0,415,0,685,0,0,685,0,0,0,10,0,430,255,0,260,685,685
Argentina,2015,0,0,450,0,710,0,0,710,0,0,0,10,0,460,250,0,250,710,710
Argentina,2016,0,0,460,0,741,0,0,741,0,0,0,16,0,476,265,0,265,741,741
Argentina,2017,0,0,490,0,754,0,0,754,0,0,0,19,0,509,245,0,245,754,754
Argentina,2018,0,0,450,0,775,0,0,775,0,0,0,25,0,475,300,0,300,775,775
Argentina,2019,0,0,450,0,735,0,0,735,0,0,0,25,0,475,260,0,260,735,735
Argentina,2020,0,0,450,0,750,0,0,750,0,0,0,25,0,475,275,0,275,750,750
Australia,2003,0,0,670,0,855,0,0,855,0,0,0,40,0,710,145,0,145,855,855
Australia,2004,0,0,735,0,915,0,0,915,0,0,0,35,0,770,145,0,145,915,915
Australia,2005,0,0,790,0,1010,0,0,1010,0,0,0,50,0,840,170,0,170,1010,1010
Australia,2006,0,0,830,0,1130,0,0,1130,0,0,0,50,0,880,250,0,250,1130,1130
Australia,2007,0,0,885,0,1145,0,0,1145,0,0,0,70,0,955,190,0,190,1145,1145
Australia,2008,0,0,910,0,1245,0,0,1245,0,0,0,75,0,985,260,0,260,1245,1245
Australia,2009,0,0,950,0,1340,0,0,1340,0,0,0,115,0,1065,275,0,275,1340,1340
Australia,2010,0,0,1035,0,1395,0,0,1395,0,0,0,70,0,1105,290,0,290,1395,1395
Australia,2011,0,0,1110,0,1445,0,0,1445,0,0,0,60,0,1170,275,0,275,1445,1445
Australia,2012,0,0,1135,0,1600,0,0,1600,0,0,0,155,0,1290,310,0,310,1600,1600
Australia,2013,0,0,1180,0,1660,0,0,1660,0,0,0,170,0,1350,310,0,310,1660,1660
Australia,2014,0,0,1185,0,1615,0,0,1615,0,0,0,180,0,1365,250,0,250,1615,1615
Australia,2015,0,0,1310,0,1775,0,0,1775,0,0,0,190,0,1500,275,0,275,1775,1775
Australia,2016,0,0,1425,0,1785,0,0,1785,0,0,0,155,0,1580,205,0,205,1785,1785
Australia,2017,0,0,1415,0,1730,0,0,1730,0,0,0,190,0,1605,125,0,125,1730,1730
Australia,2018,0,0,1540,0,1900,0,0,1900,0,0,0,160,0,1700,200,0,200,1900,1900
Australia,2019,0,0,1610,0,2040,0,0,2040,0,0,0,165,0,1775,265,0,265,2040,2040
Australia,2020,0,0,1600,0,1965,0,0,1965,0,0,0,165,0,1765,200,0,200,1965,1965
Benin,1961,0,35,0,0,1,0,35,0,0,36,0,0,36,1,0,0,0,36,36
Benin,1962,0,29,0,0,1,0,29,0,0,30,0,0,30,1,0,0,0,30,30
Benin,1963,0,17,0,0,1,0,17,0,0,18,0,0,18,1,0,0,0,18,18
Benin,1964,0,19,0,0,1,0,19,0,0,20,0,0,20,1,0,0,0,20,20
Benin,1965,0,11,0,0,1,0,11,0,0,12,0,0,12,1,0,0,0,12,12
Benin,1966,0,10,0,0,1,0,10,0,0,11,0,0,11,1,0,0,0,11,11
Benin,1967,0,17,0,0,1,0,17,0,0,18,0,0,18,1,0,0,0,18,18
Benin,1968,0,6,0,0,1,0,6,0,0,7,0,0,7,1,0,0,0,7,7
Benin,1969,0,27,0,0,1,0,27,0,0,28,0,0,28,1,0,0,0,28,28
Benin,1970,0,8,0,0,1,0,8,0,0,9,0,0,9,1,0,0,0,9,9
Benin,1971,0,14,0,0,1,6,14,0,0,21,0,0,21,1,0,0,0,21,21
Benin,1972,0,42,0,6,1,6,42,0,0,43,0,0,43,1,0,0,0,49,49
Benin,1973,0,8,0,6,1,6,8,0,0,9,0,0,9,1,0,0,0,15,15
Benin,1974,0,22,0,6,1,6,22,0,0,23,0,0,23,1,0,0,0,29,29
Benin,1975,0,48,0,6,1,6,48,0,0,49,0,0,49,1,0,0,0,55,55
Benin,1976,0,24,0,6,1,0,24,0,0,19,0,0,19,1,0,0,0,25,25
Benin,1977,0,16,0,0,1,0,16,0,0,17,0,0,17,1,0,0,0,17,17
Benin,1978,0,2,0,0,1,0,2,0,0,3,0,0,3,1,0,0,0,3,3
Benin,1979,0,2,0,0,1,0,2,0,0,3,0,0,3,1,0,0,0,3,3
Benin,1980,0,4,0,0,1,0,4,0,0,5,0,0,5,1,0,0,0,5,5
Benin,1981,0,35,0,0,1,0,35,0,0,36,0,0,36,1,0,0,0,36,36
Benin,1982,0,36,0,0,1,0,36,0,0,37,0,0,37,1,0,0,0,37,37
Benin,1983,0,49,0,0,1,0,49,0,0,50,0,0,50,1,0,0,0,50,50
Benin,1984,0,54,0,0,1,0,54,0,0,55,0,0,55,1,0,0,0,55,55
Benin,1985,0,54,0,0,1,0,54,0,0,55,0,0,55,1,0,0,0,55,55
Benin,1986,0,24,0,0,1,0,24,0,0,25,0,0,25,1,0,0,0,25,25
Benin,1987,0,5,0,0,1,14,5,0,0,20,0,0,20,1,0,0,0,20,20
Benin,1988,0,43,0,14,1,0,43,0,0,30,0,0,30,1,0,0,0,44,44
Benin,1989,0,39,0,0,1,0,39,0,0,40,0,0,40,1,0,0,0,40,40
Benin,1990,0,34,0,0,1,0,34,0,0,35,0,0,35,1,0,0,0,35,35
Benin,1991,0,34,0,0,1,0,34,0,0,35,0,0,35,1,0,0,0,35,35
Benin,1992,0,34,0,0,1,0,34,0,0,35,0,0,35,1,0,0,0,35,35
Benin,1993,0,34,0,0,1,0,34,0,0,35,0,0,35,1,0,0,0,35,35
Bolivia,1961,28,13,0,5,11,9,13,0,0,28,0,0,0,11,0,0,0,33,33
Bolivia,1962,34,27,0,9,12,4,27,0,0,34,0,0,0,12,0,0,0,43,43
Bolivia,1963,38,23,0,4,12,7,23,0,0,38,0,0,0,12,0,0,0,42,42
Bolivia,1964,38,29,0,7,13,3,29,0,0,38,0,0,0,13,0,0,0,45,45
Bolivia,1965,58,35,0,3,13,13,35,0,0,58,0,0,0,13,0,0,0,61,61
Bolivia,1966,59,13,0,13,14,45,13,0,0,59,0,0,0,14,0,0,0,72,72
Bolivia,1967,72,95,0,45,15,7,95,0,0,72,0,0,0,15,0,0,0,117,117
Bolivia,1968,92,75,0,7,16,8,75,0,0,92,0,0,0,16,0,0,0,99,99
Bolivia,1969,59,45,0,8,17,5,45,0,0,59,0,0,0,17,0,0,0,67,67
Bolivia,1970,69,44,0,5,18,12,44,0,0,69,0,0,0,18,0,0,0,74,74
Bolivia,1971,86,65,0,12,20,13,65,0,0,86,0,0,0,20,0,0,0,98,98
Bolivia,1972,92,72,0,13,22,11,72,0,0,92,0,0,0,22,0,0,0,105,105
Bolivia,1973,88,65,0,11,24,10,65,0,0,88,0,0,0,24,0,0,0,99,99
Bolivia,1974,89,68,0,10,26,5,68,0,0,89,0,0,0,26,0,0,0,99,99
Bolivia,1975,100,52,0,5,29,24,52,0,0,100,0,0,0,29,0,0,0,105,105
Bolivia,1976,124,90,0,24,29,29,90,0,0,124,0,0,0,29,0,0,0,148,148
Bolivia,1977,108,76,0,29,28,33,76,0,0,108,0,0,0,28,0,0,0,137,137
Bolivia,1978,118,85,0,33,31,35,85,0,0,118,0,0,0,31,0,0,0,151,151
Bolivia,1979,122,87,0,35,33,37,87,0,0,122,0,0,0,33,0,0,0,157,157
Bolivia,1980,129,115,0,37,34,17,115,0,0,129,0,0,0,34,0,0,0,166,166
Bolivia,1981,145,108,0,17,34,20,108,0,0,145,0,0,0,34,0,0,0,162,162
Bolivia,1982,135,92,0,20,35,28,92,0,0,135,0,0,0,35,0,0,0,155,155
Bolivia,1983,155,115,0,28,36,32,115,0,0,155,0,0,0,36,0,0,0,183,183
Bolivia,1984,150,120,0,32,35,27,120,0,0,150,0,0,0,35,0,0,0,182,182
Bolivia,1985,140,95,0,27,37,35,95,0,0,140,0,0,0,37,0,0,0,167,167
Bolivia,1986,150,120,0,35,38,27,120,0,0,150,0,0,0,38,0,0,0,185,185
Bolivia,1987,157,77,0,27,41,66,77,0,0,157,0,0,0,41,0,0,0,184,184
Bolivia,1988,160,112,0,66,42,72,112,0,0,160,0,0,0,42,0,0,0,226,226
Bolivia,1989,170,106,0,72,43,93,106,0,0,170,0,0,0,43,0,0,0,242,242
Bolivia,1990,170,125,0,93,44,94,125,0,0,170,0,0,0,44,0,0,0,263,263
Bolivia,1991,190,85,0,94,45,154,85,0,0,190,0,0,0,45,0,0,0,284,284
Bolivia,1992,200,83,0,154,30,241,83,0,0,200,0,0,0,30,0,0,0,354,354
Bolivia,1993,85,101,0,241,30,195,101,0,0,85,0,0,0,30,0,0,0,326,326
Bolivia,1994,58,37,0,195,35,181,37,0,0,58,0,0,0,35,0,0,0,253,253
Bolivia,1995,123,86,0,181,35,183,86,0,0,123,0,0,0,35,0,0,0,304,304
Bolivia,1996,151,110,0,183,40,184,110,0,0,151,0,0,0,40,0,0,0,334,334
Bolivia,1997,133,105,0,184,40,172,105,0,0,133,0,0,0,40,0,0,0,317,317
Bolivia,1998,153,109,0,172,45,171,109,0,0,153,0,0,0,45,0,0,0,325,325
Bolivia,1999,150,101,0,171,45,175,101,0,0,150,0,0,0,45,0,0,0,321,321
Bolivia,2000,184,123,0,175,60,176,123,0,0,184,0,0,0,60,0,0,0,359,359
Bolivia,2001,173,113,0,176,60,176,113,0,0,173,0,0,0,60,0,0,0,349,349
Bolivia,2002,118,64,0,176,60,170,64,0,0,118,0,0,0,60,0,0,0,294,294
Bolivia,2003,149,89,0,170,60,170,89,0,0,149,0,0,0,60,0,0,0,319,319
Bolivia,2004,125,65,0,170,80,150,65,0,0,125,0,0,0,80,0,0,0,295,295
Bolivia,2005,165,114,0,150,80,121,114,0,0,165,0,0,0,80,0,0,0,315,315
Bolivia,2006,135,69,0,121,80,107,69,0,0,135,0,0,0,80,0,0,0,256,256
Bolivia,2007,152,104,0,107,80,75,104,0,0,152,0,0,0,80,0,0,0,259,259
Bolivia,2008,140,73,0,75,80,62,73,0,0,140,0,0,0,80,0,0,0,215,215
Bolivia,2009,135,73,0,62,80,44,73,0,0,135,0,0,0,80,0,0,0,197,197
Bolivia,2010,140,74,0,44,75,35,74,0,0,140,0,0,0,75,0,0,0,184,184
Bolivia,2011,125,66,0,35,75,19,66,0,0,125,0,0,0,75,0,0,0,160,160
Bolivia,2012,140,87,0,19,68,4,87,0,0,140,0,0,0,68,0,0,0,159,159
Bolivia,2013,115,56,0,4,59,4,56,0,0,115,0,0,0,59,0,0,0,119,119
Bolivia,2014,128,70,0,4,62,0,70,0,0,128,0,0,0,62,0,0,0,132,132
Bolivia,2015,100,45,0,0,55,0,45,0,0,100,0,0,0,55,0,0,0,100,100
Bolivia,2016,80,31,0,0,49,0,31,0,0,80,0,0,0,49,0,0,0,80,80
Bolivia,2017,75,21,0,0,54,0,21,0,0,75,0,0,0,54,0,0,0,75,75
Bolivia,2018,85,26,0,0,59,0,26,0,0,85,0,0,0,59,0,0,0,85,85
Bolivia,2019,85,24,0,0,61,0,24,0,0,85,0,0,0,61,0,0,0,85,85
Bolivia,2020,85,25,0,0,60,0,25,0,0,85,0,0,0,60,0,0,0,85,85
Brazil,1961,29800,16110,0,53520,9001,58206,16113,0,0,29800,3,0,0,8976,25,0,0,83320,83320
Brazil,1962,39600,17410,0,58206,13220,67174,17412,0,0,39600,1,0,0,13190,30,1,0,97806,97806
Brazil,1963,28900,16864,0,67174,6741,72461,16872,0,0,28900,7,0,0,6706,35,1,0,96074,96074
Brazil,1964,23200,18860,0,72461,9520,67272,18869,0,0,23200,7,0,0,9480,40,2,0,95661,95661
Brazil,1965,11000,12409,0,67272,8131,57723,12418,0,0,11000,1,0,0,8086,45,8,0,78272,78272
Brazil,1966,37700,16411,0,57723,8100,70802,16521,0,0,37700,3,0,0,8050,50,107,0,95423,95423
Brazil,1967,21000,16023,0,70802,8620,66761,16421,0,0,21000,3,0,0,8565,55,395,0,91802,91802
Brazil,1968,24500,18347,0,66761,8750,63547,18964,0,0,24500,33,0,0,8690,60,584,0,91261,91261
Brazil,1969,17000,18300,0,63547,8750,52706,19091,0,0,17000,41,0,0,8685,65,750,0,80547,80547
Brazil,1970,21000,18142,0,52706,8740,45831,19135,0,0,21000,11,0,0,8670,70,982,0,73706,73706
Brazil,1971,11000,14912,0,45831,8890,31904,16037,0,0,11000,24,0,0,8815,75,1101,0,56831,56831
Brazil,1972,24600,18567,0,31904,8829,27632,20043,0,0,24600,39,0,0,8749,80,1437,0,56504,56504
Brazil,1973,24500,17259,0,27632,7000,25888,19244,0,0,24500,148,0,0,6915,85,1837,0,52132,52132
Brazil,1974,14300,15714,0,25888,7000,15551,17637,0,0,14300,15,0,0,6910,90,1908,0,40188,40188
Brazil,1975,27500,11615,0,15551,7500,22200,13351,0,0,27500,25,0,0,7405,95,1711,0,43051,43051
Brazil,1976,22800,12091,0,22200,8000,23149,14051,0,0,23000,87,0,200,7900,100,1873,0,45200,45200
Brazil,1977,9000,15424,0,23149,7500,7630,17319,0,0,9300,12,0,300,7375,125,1883,0,32449,32449
Brazil,1978,17100,6900,0,7630,7500,10130,7500,0,0,17500,0,0,400,7350,150,600,0,25130,25130
Brazil,1979,19100,11700,0,10130,8000,8430,13700,0,0,20000,0,0,900,7835,165,2000,0,30130,30130
Brazil,1980,20900,12000,0,8430,8000,8430,14000,0,0,22000,0,0,1100,7830,170,2000,0,30430,30430
Brazil,1981,20250,13483,0,8430,7975,6205,15750,0,0,21500,17,0,1250,7800,175,2250,0,29930,29930
Brazil,1982,31500,14426,0,6205,8000,13476,17729,0,0,33000,3,0,1500,7815,185,3300,0,39205,39205
Brazil,1983,15750,15452,0,13476,7600,6555,17071,0,0,17750,19,0,2000,7400,200,1600,0,31226,31226
Brazil,1984,28000,16903,0,6555,8000,9659,18896,0,0,30000,54,0,2000,7775,225,1939,0,36555,36555
Brazil,1985,25000,19137,0,9659,9500,5519,21640,0,0,27000,3,0,2000,9300,200,2500,0,36659,36659
Brazil,1986,30600,12767,0,5519,8800,15249,14470,0,0,33000,3,0,2400,8550,250,1700,0,38519,38519
Brazil,1987,10400,11179,0,15249,8000,8427,12722,0,0,13900,3,0,3500,7700,300,1540,0,29149,29149
Brazil,1988,34300,17225,0,8427,8000,19602,18825,0,0,38000,0,0,3700,7650,350,1600,0,46427,46427
Brazil,1989,21300,15339,0,19602,8000,19863,16739,0,0,25000,0,0,3700,7650,350,1400,0,44602,44602
Brazil,1990,22500,16330,0,19863,8000,19533,18330,0,0,26000,0,0,3500,7650,350,2000,0,45863,45863
Brazil,1991,26500,17040,0,19533,9000,22693,18840,0,0,31000,0,0,4500,8600,400,1800,0,50533,50533
Brazil,1992,24000,20176,0,22693,9000,20322,21871,0,0,28500,0,0,4500,8600,400,1695,0,51193,51193
Brazil,1993,19200,13251,0,20322,8500,19926,15896,0,0,24000,0,0,4800,8100,400,2645,0,44322,44322
Brazil,1994,24000,15541,0,19926,9400,20604,18422,0,0,28500,0,0,4500,8900,500,2881,0,48426,48426
Brazil,1995,24500,14392,0,20604,9700,22026,16878,0,0,28000,0,0,3500,9200,500,2486,0,48604,48604
Brazil,1996,14000,9650,4,22026,10500,16000,12330,4,0,16800,10,0,2800,10000,500,2670,0,38830,38830
Brazil,1997,22700,16590,12,16000,11000,14128,18885,13,0,28000,5,1,5300,10500,500,2290,0,44013,44013
Brazil,1998,19200,12700,0,14128,11500,11278,14850,0,0,23500,3,0,4300,11000,500,2147,0,37628,37628
Brazil,1999,30600,21200,0,11278,12500,11470,22908,0,0,35600,8,0,5000,12000,500,1700,0,46878,46878
Brazil,2000,25800,18140,0,11470,12800,9306,20164,0,0,30800,14,0,5000,12300,500,2010,0,42270,42270
Brazil,2001,26600,17290,0,9306,13100,10630,19676,0,0,34100,21,0,7500,12600,500,2365,0,43406,43406
Brazil,2002,24400,22245,0,10630,13700,7235,24795,0,0,35100,75,0,10700,13000,700,2475,0,45730,45730
Brazil,2003,41600,26620,0,7235,13500,17939,29396,0,0,53600,66,0,12000,12700,800,2710,0,60835,60835
Brazil,2004,23600,21840,0,17939,14400,11819,24920,0,0,33200,50,0,9600,13600,800,3030,0,51139,51139
Brazil,2005,34300,24505,0,11819,15500,11999,27920,0,0,43600,45,0,9300,14700,800,3370,0,55419,55419
Brazil,2006,26000,21264,0,11999,15915,7641,24543,0,0,36100,86,0,10100,15000,915,3193,0,48099,48099
Brazil,2007,36000,26185,0,7641,16720,8361,29260,0,0,46700,55,0,10700,15750,970,3020,0,54341,54341
Brazil,2008,27650,23770,0,8361,17390,2781,27290,0,0,39100,125,0,11450,16390,1000,3395,0,47461,47461
Brazil,2009,40500,28396,0,2781,18030,6576,31475,0,0,53300,88,0,12800,17030,1000,2991,0,56081,56081
Brazil,2010,33000,26580,0,6576,18760,2836,29780,0,0,44800,80,0,11800,17720,1040,3120,0,51376,51376
Brazil,2011,41800,31810,0,2836,19420,2906,35010,0,0,54500,60,0,12700,18330,1090,3140,0,57336,57336
Brazil,2012,34700,26556,0,2906,20025,2238,29843,0,0,49200,51,0,14500,18905,1120,3236,0,52106,52106
Brazil,2013,42100,27143,0,2238,20110,9068,30660,0,0,57600,31,0,15500,19000,1110,3486,0,59838,59838
Brazil,2014,41800,30600,0,9068,20210,11946,34146,34,0,57200,30,34,15400,19130,1080,3516,0,66302,66302
Brazil,2015,37300,33051,0,11946,20420,9305,36573,52,0,54300,28,52,17000,19325,1095,3494,0,66298,66298
Brazil,2016,36100,31870,0,9305,20855,2372,35543,65,0,49400,28,65,13300,19750,1105,3645,0,58770,58770
Brazil,2017,45600,29325,0,2372,21625,3828,33081,62,0,56100,31,62,10500,20500,1125,3725,0,58534,58534
Brazil,2018,38500,26936,0,3828,22420,1919,30450,61,0,50900,20,61,12400,21275,1145,3494,0,54789,54789
Brazil,2019,48200,37376,0,1919,23200,2164,41422,67,0,64800,23,67,16600,22020,1180,4023,0,66786,66786
Brazil,2020,39900,32000,0,2164,23530,1381,35320,67,0,58000,20,67,18100,22350,1180,3300,0,60231,60231
Burundi,1961,222,231,0,0,1,0,231,0,0,232,0,0,10,1,0,0,0,232,232
Burundi,1962,207,216,0,0,1,0,216,0,0,217,0,0,10,1,0,0,0,217,217
Burundi,1963,192,201,0,0,1,0,201,0,0,202,0,0,10,1,0,0,0,202,202
Burundi,1964,84,93,0,0,1,0,93,0,0,94,0,0,10,1,0,0,0,94,94
Burundi,1965,256,265,0,0,1,0,265,0,0,266,0,0,10,1,0,0,0,266,266
Burundi,1966,217,226,0,0,1,0,226,0,0,227,0,0,10,1,0,0,0,227,227
Burundi,1967,240,249,0,0,1,0,249,0,0,250,0,0,10,1,0,0,0,250,250
Burundi,1968,205,214,0,0,1,0,214,0,0,215,0,0,10,1,0,0,0,215,215
Burundi,1969,268,277,0,0,1,0,277,0,0,278,0,0,10,1,0,0,0,278,278
Burundi,1970,234,243,0,0,1,0,243,0,0,244,0,0,10,1,0,0,0,244,244
Burundi,1971,356,358,0,0,1,12,358,0,0,371,0,0,15,1,0,0,0,371,371
